GLON,GLAT,RECNO,ASSOC_3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX
269.1069,-33.8687,     385,J0525.6-6013 ,  0,Y,SUMSS J052542-601341      ,081.42521,-60.22828, 0.007, 0.038,bcu III,-  ,      ,      ,        , 0.000, 0.000, 0.862,      ,    20.80,S,  10.200,19.861,      , 0.49, 0.97
222.6908,-27.6051,     386,J0525.8-2014 ,  0,Y,PMN J0525-2010            ,081.36576,-20.18022, 0.105, 0.122,bcu III,-  ,      ,      ,        , 0.947, 0.000, 0.000,      ,   230.55,N,        ,11.197,      , 0.04,
254.9927,-33.7551,     387,J0526.2-4829 ,  0,Y,PKS 0524-485              ,081.56946,-48.51022, 0.012, 0.041,fsrq   ,LSP,12.515,12.877, 1.29900, 1.000, 0.932, 0.000, 0.448,   382.70,S,        ,19.844,      , 0.80, 1.01
148.6405,+15.1783,     388,J0526.6+6321 ,  0,Y,GB6 J0526+6317            ,081.52797,+63.29139, 0.090, 0.144,bcu II ,LSP,13.600,13.600,        , 0.987, 0.000, 0.000, 1.190,    82.04,N,        ,20.296,      , 0.63,
194.5764,-13.4675,     389,J0529.1+0933 ,  0,Y,GB6 J0529+0934            ,082.26067,+09.57652, 0.033, 0.068,bcu II ,HSP,16.456,16.456,        , 0.000, 0.000, 0.943,-0.127,    30.72,N, 215.000,18.832,      , 0.38, 0.76
268.0080,-33.5336,     390,J0529.2-5917 ,  0,Y,1RXS J052846.9-592000     ,082.19192,-59.33433, 0.065, 0.090,bll    ,HSP,15.250,15.578,        , 0.963, 0.000, 0.000,      ,    20.00,S,        ,17.847,      , 0.30, 1.57
283.8505,-31.8576,     391,J0529.8-7242 ,  0,Y,PKS 0530-727              ,082.37518,-72.75792, 0.048, 0.074,bcu II ,LSP,13.180,13.180,        , 0.999, 0.877, 0.000, 0.672,   275.80,S,   3.330,17.774,      , 0.64, 1.50
191.3676,-11.0119,     392,J0530.8+1330 ,  0,Y,PKS 0528+134              ,082.73507,+13.53199, 0.023, 0.041,fsrq   ,LSP,11.857,12.344, 2.07000, 1.000, 0.967, 0.904, 1.539,  1556.79,N,  37.500,19.679,      , 0.81, 0.83
255.0247,-32.8098,     393,J0532.0-4827 ,  0,Y,PMN J0531-4827            ,082.99423,-48.45999, 0.004, 0.016,bcu II ,LSP,13.110,13.110,        , 1.000, 0.936, 0.846, 0.283,   161.70,S,   2.260,      ,      ,     ,
196.8416,-13.7387,     394,J0532.7+0732 ,  0,Y,OG 050                    ,083.16249,+07.54537, 0.014, 0.025,fsrq   ,LSP,12.557,12.910, 1.25400, 1.000, 0.982, 0.000, 0.988,  2729.33,N,        ,18.379,      , 0.78, 1.36
244.7920,-31.4107,     395,J0533.0-3939 ,  0,Y,PKS 0531-397              ,083.23827,-39.68584, 0.026, 0.159,bcu II ,LSP,13.145,13.145,        , 0.988, 0.000, 0.000, 1.512,   163.80,S,        ,21.650,      , 0.87, 0.90
295.8147,-29.1424,     396,J0533.6-8323 ,  0,Y,PKS 0541-834              ,083.40984,-83.40993, 0.025, 0.050,fsrq   ,LSP,13.250,13.499, 0.77400, 1.000, 0.812, 0.000, 0.520,    85.80,S,        ,20.640,      , 0.72, 1.11
231.7750,-27.8987,     397,J0535.6-2749 ,  0,Y,PMN J0535-2751            ,083.96500,-27.86546, 0.063, 0.198,bcu II ,LSP,13.220,13.220,        , 0.970, 0.000, 0.000, 1.087,   180.76,N,        ,      ,      ,     ,
265.5701,-32.3801,     398,J0537.4-5717 ,  0,N,SUMSS J053748-571828      ,084.45321,-57.30803, 0.051, 0.061,bll    ,HSP,15.315,15.315, 1.18000, 0.960, 0.000, 0.000,-0.455,   102.60,S,   3.700,17.570,      , 0.41, 1.46
244.4055,-30.3163,     399,J0538.4-3909 ,  0,Y,NVSS J053810-390844       ,084.54308,-39.14560, 0.055, 0.073,bcu II ,ISP,14.420,14.420,        , 0.988, 0.000, 0.000,-0.207,    24.38,N,  15.000,18.225,      , 0.39, 1.15
250.0828,-31.0896,     400,J0538.8-4405 ,  0,Y,PKS 0537-441              ,084.70984,-44.08582, 0.001, 0.009,bll    ,LSP,13.075,13.352, 0.89200, 1.000, 0.992, 0.972, 0.128,  3524.00,S,  45.300,15.860,      , 0.62, 1.30
232.9399,-27.2925,     401,J0540.0-2837 ,  0,Y,PKS 0537-286              ,084.97617,-28.66554, 0.050, 0.075,fsrq   ,LSP,11.936,12.549, 3.10400, 0.998, 0.930, 0.000, 2.781,   862.66,N,  14.600,      ,      ,     ,
153.9316,+14.2572,     402,J0540.4+5823 ,  0,Y,GB6 J0540+5823            ,085.12504,+58.39402, 0.004, 0.028,bll    ,HSP,16.470,16.470,        , 0.000, 0.861, 0.963,      ,    29.94,N, 134.000,17.220,      , 0.28, 1.05
262.0437,-31.8655,     403,J0540.5-5416 ,  0,Y,PKS 0539-543              ,085.19103,-54.30614, 0.045, 0.094,fsrq   ,LSP,12.544,12.883, 1.18500, 0.998, 0.887, 0.000, 1.435,   382.30,S,        ,17.467,      , 0.59, 1.31
300.3917,-27.7276,     404,J0542.2-8737 ,  0,N,SUMSS J054923-874001      ,087.39070,-87.66708, 0.090, 0.069,bcu III,-  ,      ,      ,        , 0.847, 0.000, 0.000,-2.258,    30.90,S,        ,17.964,      , 0.34,
213.5476,-19.3781,     405,J0542.5-0907 ,  0,N,PMN J0542-0913            ,085.73282,-09.22528, 0.140, 0.174,bcu III,-  ,      ,      ,        , 0.953, 0.800, 0.000,      ,   297.00,A,        ,      ,      ,     ,
263.5138,-31.4751,     406,J0543.9-5531 ,  0,Y,1RXS J054357.3-553206     ,085.98671,-55.53442, 0.006, 0.023,bll    ,HSP,16.470,16.575, 0.27300, 1.000, 0.846, 0.975,-0.467,    43.40,S, 252.000,16.332,      , 0.27, 0.97
237.5654,-26.1448,     407,J0550.6-3217 ,  1,Y,PKS 0548-322              ,087.66904,-32.27125, 0.015, 0.049,bll    ,-  ,      ,      , 0.06900, 1.000, 0.925, 0.970,      ,   344.75,N, 512.000,12.253,      , 0.11, 1.46
225.7368,-21.6198,     408,J0553.5-2036 ,  0,Y,NVSS J055333-203417       ,088.38809,-20.57166, 0.029, 0.079,bcu II ,HSP,15.000,15.000,        , 0.994, 0.870, 0.816,-0.307,   233.19,N,  16.200,17.777,      , 0.53, 1.22
250.4869,-27.9582,     409,J0556.0-4353 ,  0,Y,SUMSS J055618-435146      ,089.07812,-43.86281, 0.054, 0.089,bll    ,ISP,14.090,14.090,        , 0.999, 0.000, 0.000,      ,    28.30,S,        ,18.991,      , 0.53,
244.8624,-26.4261,     410,J0558.1-3838 ,  0,Y,EXO 0556.4-3838           ,089.52680,-38.64211, 0.010, 0.046,bll    ,HSP,15.000,15.115, 0.30200, 1.000, 0.880, 0.952,-1.035,   105.78,N, 151.000,16.282,      , 0.34, 1.04
286.0777,-29.5340,     411,J0558.6-7459 ,  0,Y,PKS 0600-749              ,089.69183,-74.98478, 0.013, 0.053,bll    ,LSP,13.880,13.880,        , 1.000, 0.903, 0.000,      ,   242.80,S,        ,17.367,      , 0.55, 1.67
246.0474,-26.2198,     412,J0600.9-3943 ,  0,Y,PKS 0558-396              ,090.13091,-39.61728, 0.130, 0.171,fsrq   ,LSP,12.440,12.865, 1.66100, 0.992, 0.823, 0.000, 2.481,   461.75,N,   7.780,18.965,      , 0.76, 1.00
281.0352,-29.6297,     413,J0601.2-7036 ,  0,Y,PKS 0601-70               ,090.29687,-70.60244, 0.008, 0.029,fsrq   ,ISP,13.820,14.353, 2.40900, 1.000, 0.925, 0.000, 1.054,   217.10,S,        ,      ,      ,     ,
160.0629,+14.5675,     414,J0602.2+5314 ,  0,Y,GB6 J0601+5315            ,090.50186,+53.26668, 0.048, 0.053,bcu I  ,HSP,15.030,15.030, 0.05200, 0.000, 0.000, 0.915,-2.375,    39.53,N, 114.000,12.945,      ,-0.03, 1.72
246.9219,-25.9633,     415,J0602.8-4016 ,  0,Y,SUMSS J060251-401845      ,090.71304,-40.31269, 0.040, 0.038,bcu II ,HSP,15.000,15.000,        , 0.938, 0.000, 0.000,-0.369,    74.60,S,   9.200,16.702,      , 0.35, 1.48
255.6925,-27.4991,     416,J0604.1-4817 ,  0,Y,1ES 0602-482              ,091.03592,-48.28986, 0.004, 0.043,bll    ,HSP,16.250,16.250,        , 0.999, 0.000, 0.940,      ,    32.30,S,  80.300,17.002,      , 0.31, 1.06
256.3048,-27.5339,     417,J0604.7-4849 ,  0,N,1RXS J060432.7-485007     ,091.13758,-48.82978, 0.031, 0.100,bcu II ,ISP,14.300,14.300,        , 0.991, 0.861, 0.000, 0.766,   239.00,S,   3.960,20.129,      , 0.71, 1.09
254.9103,-26.9413,     418,J0606.4-4729 ,  0,Y,ESO 254-G017              ,091.64889,-47.49857, 0.030, 0.078,bcu II ,HSP,15.050,15.050,        , 0.997, 0.888, 0.900,-0.908,   286.30,S,  66.200, 9.055,      ,-0.11, 2.33
165.6269,+12.8596,     419,J0607.4+4739 ,  0,Y,TXS 0603+476              ,091.84690,+47.66304, 0.013, 0.028,bll    ,ISP,14.050,14.050,        , 1.000, 0.946, 0.000,      ,   380.59,N,        ,17.050,      , 0.46, 1.68
215.7517,-13.5238,     420,J0608.0-0835 ,  0,Y,PKS 0605-08               ,091.99875,-08.58055, 0.015, 0.044,fsrq   ,ISP,14.090,14.362, 0.87200, 1.000, 0.972, 0.845,-0.111,  1905.82,N,  11.100,16.354,      , 0.60, 1.52
222.0907,-16.3952,     421,J0608.1-1522 ,  0,N,PMN J0608-1520            ,092.00638,-15.34361, 0.043, 0.064,fsrq   ,ISP,13.750,14.071, 1.09400, 0.992, 0.882, 0.000, 2.008,   279.18,N,        ,      ,      ,     ,
210.6045,-10.6593,     422,J0609.4-0248 ,  0,Y,NVSS J060915-024754       ,092.31278,-02.79852, 0.040, 0.039,bll    ,HSP,15.400,15.400,        , 0.992, 0.800, 0.823,      ,    61.96,N,  14.300,17.502,      , 0.33, 1.43
270.0643,-28.3876,     423,J0611.1-6100 ,  0,Y,PKS 0609-609              ,092.62623,-60.97716, 0.087, 0.118,fsrq   ,LSP,12.305,12.748, 1.77300, 0.988, 0.851, 0.000, 2.528,   353.40,S,   4.480,20.152,      , 0.81, 0.90
169.8280,+11.5448,     424,J0611.2+4323 ,  0,Y,NVSS J061107+432404       ,092.77950,+43.40133, 0.030, 0.059,bcu II ,HSP,15.600,15.600,        , 0.000, 0.000, 0.837,-0.979,    44.10,N,  16.900,      ,      ,     ,
171.8193,+10.9240,     425,J0612.8+4122 ,  0,Y,B3 0609+413               ,093.21327,+41.37706, 0.007, 0.019,bll    ,ISP,14.490,14.490,        , 1.000, 0.949, 0.000,      ,   248.35,N,        ,16.021,      , 0.38, 1.83
238.3499,-20.8658,     426,J0615.4-3116 ,  0,Y,PKS 0613-312              ,093.83005,-31.28933, 0.032, 0.070,bll    ,ISP,14.700,14.700,        , 0.999, 0.861, 0.000,      ,   173.61,N,        ,18.857,      , 0.68, 1.27
157.4245,+18.0942,     427,J0617.2+5701 ,  0,Y,87GB 061258.1+570222      ,094.32051,+57.02123, 0.012, 0.031,bll    ,LSP,13.445,13.445,        , 1.000, 0.950, 0.000,      ,   463.15,N,        ,16.442,      , 0.44, 1.88
224.8801,-15.0974,     428,J0617.6-1717 ,  0,Y,CRATES J061733.67-171522.8,094.38924,-17.25697, 0.045, 0.040,bll    ,ISP,14.200,14.241, 0.09800, 0.982, 0.892, 0.000, 0.119,   364.40,N,        ,13.146,      , 0.20, 2.46
135.7388,+24.8416,     429,J0618.0+7819 ,  0,N,1REX J061757+7816.1       ,094.48722,+78.26872, 0.055, 0.072,fsrq   ,LSP,12.130,12.516, 1.43000, 0.997, 0.829, 0.000, 0.825,   157.03,N,        ,19.625,      , 0.69, 1.09
231.8407,-17.7677,     430,J0618.2-2429 ,  0,N,PMN J0618-2426            ,094.59440,-24.44387, 0.057, 0.124,bcu II ,HSP,15.000,15.000,        , 0.976, 0.888, 0.000, 0.240,   552.33,N,        ,17.658,      , 0.56,
219.8329,-12.4164,     431,J0618.9-1138 ,  0,N,TXS 0616-116              ,094.76709,-11.68191, 0.049, 0.132,bcu I  ,ISP,13.750,14.044, 0.97000, 0.993, 0.880, 0.000, 0.582,   508.40,N,        ,      ,      ,     ,
233.8037,-17.5588,     432,J0622.4-2606 ,  0,Y,PMN J0622-2605            ,095.59193,-26.09573, 0.025, 0.037,bll    ,HSP,15.400,15.550, 0.41449, 0.997, 0.877, 0.905,-0.361,   106.54,N,  38.000,17.633,      , 0.44, 1.12
169.7741,+14.3906,     433,J0625.2+4440 ,  0,Y,GB6 J0625+4440            ,096.32611,+44.66712, 0.014, 0.040,bll    ,ISP,14.550,14.550,        , 1.000, 0.893, 0.000,      ,   122.83,N,        ,18.279,16.730, 0.48, 1.42
263.3902,-25.4188,     434,J0626.0-5436 ,  0,Y,PMN J0625-5438            ,096.46763,-54.64742, 0.051, 0.158,fsrq   ,LSP,12.235,12.719, 2.05100, 0.997, 0.837, 0.000, 3.313,   282.30,S,        ,18.879,      , 0.70, 1.21
251.0393,-22.4082,     435,J0626.6-4259 ,  0,Y,1RXS J062635.9-425810     ,096.65296,-42.96831, 0.031, 0.065,bcu III,-  ,      ,      ,        , 0.998, 0.000, 0.000,      ,    14.10,S,   7.840,18.182,      , 0.32, 1.28
243.4530,-19.9673,     436,J0627.0-3529 ,  0,Y,PKS 0625-35               ,096.77804,-35.48759, 0.005, 0.033,rdg    ,HSP,15.755,15.755, 0.05494, 1.000, 0.980, 0.961,      ,  2372.66,N, 150.000, 9.515,      , 0.09, 2.14
224.1492,-12.0421,     437,J0627.9-1517 ,  0,Y,NVSS J062753-152003       ,096.97175,-15.33437, 0.039, 0.099,bcu III,-  ,      ,      ,        , 0.000, 0.000, 0.856,      ,    43.38,N,  42.200,      ,      ,     ,
272.4096,-26.4506,     438,J0629.0-6248 ,  0,Y,PKS 0628-627              ,097.23953,-62.81243, 0.016, 0.082,bll    ,LSP,12.620,12.620,        , 0.995, 0.920, 0.000,      ,   528.00,S,        ,20.897,      , 0.96,
228.6403,-13.6616,     439,J0629.4-1959 ,  0,Y,PKS 0627-199              ,097.34901,-19.98881, 0.009, 0.028,bll    ,LSP,12.795,13.230, 1.72400, 1.000, 0.963, 0.000, 0.299,   677.03,N,        ,20.529,      , 0.75, 1.03
145.7742,+23.2696,     440,J0630.3+6906 ,  0,Y,GB6 J0629+6900            ,097.34264,+69.00552, 0.138, 0.194,bcu II ,HSP,15.000,15.000,        , 0.954, 0.000, 0.000,-0.267,    43.77,N,        ,17.279,      , 0.34, 1.77
232.6878,-14.9905,     441,J0630.9-2406 ,  0,Y,TXS 0628-240              ,097.74801,-24.11283, 0.003, 0.019,bll    ,HSP,15.150,15.500, 1.23800, 1.000, 0.932, 0.950, 0.004,   105.82,N,  36.400,16.472,      , 0.39, 1.32
232.5677,-13.9435,     442,J0634.7-2334 ,  0,N,PMN J0634-2335            ,098.74584,-23.58665, 0.064, 0.155,fsrq   ,LSP,12.410,12.814, 1.53500, 0.997, 0.875, 0.000, 0.806,   566.71,N,        ,      ,      ,     ,
286.3684,-27.1584,     443,J0635.7-7517 ,  0,Y,PKS 0637-75               ,098.94378,-75.27134, 0.021, 0.061,fsrq   ,LSP,12.830,13.048, 0.65300, 1.000, 0.982, 0.922, 1.349,  5377.00,S,  79.200,15.900,      , 0.70, 1.17
141.2718,+25.0648,     444,J0638.6+7324 ,  0,Y,S5 0633+73                ,099.84151,+73.41612, 0.054, 0.112,fsrq   ,LSP,12.305,12.760, 1.85000, 0.998, 0.919, 0.000, 1.228,   903.70,N,        ,18.238,      , 0.74, 1.28
263.3293,-22.7868,     445,J0643.4-5358 ,  0,Y,PMN J0643-5358            ,100.83375,-53.97953, 0.012, 0.089,bcu II ,LSP,12.970,12.970,        , 0.994, 0.000, 0.000, 0.769,    51.10,S,        ,      ,      ,     ,
277.5315,-25.5237,     446,J0644.3-6713 ,  0,Y,PKS 0644-671              ,101.11685,-67.21593, 0.013, 0.020,bcu II ,LSP,13.700,13.700,        , 1.000, 0.932, 0.000, 0.313,   222.80,S,        ,      ,      ,     ,
238.4444,-14.0557,     447,J0644.6-2853 ,  0,Y,1RXS J064444.2-285120     ,101.18248,-28.85469, 0.046, 0.079,bcu II ,HSP,16.200,16.200,        , 0.000, 0.000, 0.887,-0.764,    53.47,N,  62.400,18.235,      , 0.41, 0.99
248.4070,-17.5885,     448,J0645.9-3914 ,  0,N,PKS 0644-390              ,101.62884,-39.06086, 0.207, 0.427,fsrq   ,LSP,13.075,13.301, 0.68100, 0.965, 0.000, 0.000, 2.668,   314.94,N,        ,18.253,      , 0.63,
264.3752,-22.5782,     449,J0646.4-5452 ,  0,N,PMN J0646-5451            ,101.61933,-54.85461, 0.026, 0.115,bcu II ,LSP,13.635,13.635,        , 0.988, 0.903, 0.000, 1.138,   527.40,S,        ,      ,      ,     ,
261.0303,-21.5707,     450,J0647.0-5134 ,  0,Y,1ES 0646-515              ,101.79075,-51.59700, 0.031, 0.146,bcu II ,HSP,16.450,16.450,        , 0.995, 0.000, 0.926,-1.077,    70.80,S, 301.000,16.649,      , 0.32, 0.90
253.6348,-19.3578,     451,J0647.1-4415 ,  0,Y,SUMSS J064648-441929      ,101.70218,-44.32484, 0.085, 0.121,bcu II ,ISP,14.055,14.055,        , 0.970, 0.000, 0.000, 0.349,    48.50,S,        ,20.180,      , 0.57, 1.41
270.8655,-23.9393,     452,J0647.6-6058 ,  0,Y,PMN J0647-6058            ,101.92022,-60.96807, 0.006, 0.048,bcu I  ,LSP,13.110,13.110,        , 0.998, 0.862, 0.000, 0.943,   110.30,S,        ,      ,      ,     ,
240.5383,-14.1083,     453,J0648.1-3045 ,  0,Y,PKS 0646-306              ,102.05874,-30.73879, 0.027, 0.078,fsrq   ,LSP,12.270,12.603, 1.15300, 0.999, 0.939, 0.000, 1.881,   898.56,N,        ,18.905,      , 0.75, 1.35
241.5211,-14.2125,     454,J0649.6-3138 ,  0,Y,1RXS J064933.8-313914     ,102.38911,-31.65479, 0.022, 0.037,bcu II ,HSP,18.000,18.000,        , 0.997, 0.000, 0.952,-0.483,     7.53,N, 142.000,18.822,      , 0.28, 0.79
190.2824,+10.9956,     455,J0650.7+2503 ,  1,Y,1ES 0647+250              ,102.69371,+25.04990, 0.014, 0.021,bll    ,HSP,16.340,16.420, 0.20300, 1.000, 0.912, 0.978,-0.492,    96.79,N, 423.000,15.820,      , 0.28, 1.02
175.9334,+17.0648,     456,J0651.3+4014 ,  0,Y,RX J0651.0+4013           ,102.77265,+40.22716, 0.047, 0.069,bcu II ,HSP,15.450,15.450,        , 0.991, 0.000, 0.855,-0.653,    32.20,N,  35.600,17.417,      , 0.35, 1.20
257.7820,-19.7663,     457,J0652.0-4808 ,  0,Y,1RXS J065201.0-480858     ,103.00175,-48.14986, 0.018, 0.064,bcu II ,HSP,16.200,16.200,        , 0.000, 0.000, 0.870,-0.249,    71.70,S,  25.200,18.536,      , 0.49, 1.03
187.5748,+12.9314,     458,J0653.6+2817 ,  0,Y,GB6 J0653+2816            ,103.43449,+28.26314, 0.033, 0.058,bcu II ,ISP,14.195,14.195,        , 0.994, 0.000, 0.000, 0.213,    33.58,N,        ,17.798,16.510, 0.28,
171.2097,+19.3819,     459,J0654.4+4514 ,  0,Y,B3 0650+453               ,103.59881,+45.23987, 0.008, 0.027,fsrq   ,LSP,12.795,13.081, 0.93300, 1.000, 0.951, 0.000, 0.650,   382.93,N,        ,      ,      ,     ,
165.6800,+21.1062,     460,J0654.4+5042 ,  0,Y,GB6 J0654+5042            ,103.59205,+50.70663, 0.012, 0.032,fsrq   ,ISP,13.800,14.153, 1.25300, 1.000, 0.923, 0.000, 0.327,   197.96,N,        ,15.655,      , 0.39, 1.80
173.9373,+18.8015,     461,J0656.4+4232 ,  0,Y,4C +42.22                 ,104.04443,+42.61743, 0.086, 0.082,bll    ,HSP,15.370,15.395, 0.05900, 0.991, 0.906, 0.804,-1.049,   933.72,N,  37.600,10.982,      , 0.07, 2.15
268.5537,-22.0114,     462,J0658.3-5832 ,  0,N,PMN J0658-5824            ,104.53858,-58.41786, 0.132, 0.174,bcu II ,LSP,13.740,13.740,        , 0.868, 0.822, 0.000, 1.124,   388.00,S,        ,20.881,      , 0.71,
268.8222,-22.0740,     463,J0658.3-5832 ,  0,N,PMN J0658-5840            ,104.55741,-58.67432, 0.128, 0.174,bcu II ,LSP,13.740,13.740,        , 0.955, 0.836, 0.000, 1.124,   436.40,S,        ,14.765,      , 0.31,
273.6174,-23.0852,     464,J0700.3-6310 ,  0,Y,SUMSS J065958-631238      ,104.99450,-63.21072, 0.050, 0.076,bcu II ,ISP,14.230,14.230,        , 0.979, 0.000, 0.000,-0.059,    55.70,S,        ,      ,      ,     ,
276.7686,-23.7595,     465,J0700.6-6610 ,  0,Y,PKS 0700-661              ,105.13022,-66.17923, 0.013, 0.023,bll    ,ISP,14.490,14.490,        , 1.000, 0.939, 0.906,      ,   294.50,S,  12.600,15.195,      , 0.35, 1.68
256.8068,-17.7057,     466,J0701.4-4634 ,  0,Y,PKS 0700-465              ,105.39394,-46.57684, 0.030, 0.051,fsrq   ,LSP,13.115,13.376, 0.82200, 0.999, 0.926, 0.000, 0.756,   477.40,S,   8.690,19.054,      , 0.76, 1.01
249.8480,-14.6575,     467,J0703.4-3914 ,  0,Y,1RXS J070312.7-391417     ,105.80268,-39.23858, 0.045, 0.071,bcu II ,ISP,14.050,14.050,        , 0.990, 0.000, 0.000, 0.115,    37.10,N,   5.000,17.127,      , 0.29, 1.59
259.2552,-17.8100,     468,J0706.1-4849 ,  0,Y,PMN J0705-4847            ,106.49472,-48.79015, 0.046, 0.099,bcu II ,LSP,12.795,12.795,        , 0.981, 0.838, 0.000, 1.510,   192.80,S,        ,      ,      ,     ,
179.4924,+18.9913,     469,J0706.5+3744 ,  0,Y,GB6 J0706+3744            ,106.63207,+37.74345, 0.006, 0.026,bll    ,HSP,15.250,15.250,        , 0.999, 0.863, 0.916,      ,    27.44,N,  18.500,17.165,      , 0.35, 1.31
136.7747,+27.2747,     470,J0707.0+7741 ,  0,Y,NVSS J070651+774137       ,106.71389,+77.69361, 0.010, 0.030,bll    ,ISP,14.400,14.400,        , 0.999, 0.861, 0.000,      ,    38.14,N,        ,17.751,      , 0.40, 1.58
155.1061,+25.3789,     471,J0707.2+6101 ,  0,Y,TXS 0702+612              ,106.75236,+61.16960, 0.143, 0.309,bll    ,-  ,      ,      ,        , 0.966, 0.000, 0.000,      ,   425.20,N,        ,16.875,      , 0.53,
194.2410,+13.8082,     472,J0708.9+2239 ,  0,Y,GB6 J0708+2241            ,107.24287,+22.69319, 0.027, 0.084,bcu II ,HSP,15.150,15.150,        , 0.996, 0.000, 0.825,-0.463,    40.68,N,  19.400,17.471,      , 0.36, 1.25
157.4043,+25.4265,     473,J0710.3+5908 ,  1,Y,1H 0658+595               ,107.62528,+59.13899, 0.023, 0.032,bll    ,HSP,16.940,16.991, 0.12500, 0.999, 0.899, 0.966,-0.654,   159.29,N, 325.000,14.816,      , 0.19, 1.14
169.7823,+22.7680,     474,J0710.5+4732 ,  0,Y,S4 0707+47                ,107.69210,+47.53643, 0.045, 0.142,bll    ,ISP,14.050,14.410, 1.29200, 0.995, 0.917, 0.000, 1.268,  1019.41,N,        ,14.131,      , 0.34, 1.90
275.3722,-22.0525,     475,J0712.2-6436 ,  0,Y,MRC 0712-643              ,108.25692,-64.48589, 0.153, 0.128,bcu II ,LSP,13.244,13.244,        , 0.000, 0.905, 0.000, 0.419,  1399.00,S,   4.480,19.894,      , 0.73, 1.15
166.6985,+23.8650,     476,J0712.6+5033 ,  0,Y,GB6 J0712+5033            ,108.18201,+50.55631, 0.007, 0.035,bll    ,LSP,13.225,13.402, 0.50200, 1.000, 0.919, 0.000,-0.074,   189.46,N,        ,19.160,      , 0.64, 1.24
197.6483,+13.5909,     477,J0713.9+1933 ,  0,N,MG2 J071354+1934          ,108.48200,+19.58345, 0.028, 0.039,fsrq   ,LSP,13.100,13.288, 0.54000, 1.000, 0.901, 0.000, 0.636,   219.29,N,        ,18.746,      , 0.61, 1.41
254.9228,-13.6503,     478,J0718.7-4319 ,  0,Y,PMN J0718-4319            ,109.68178,-43.33048, 0.006, 0.022,bll    ,ISP,14.875,14.875,        , 1.000, 0.884, 0.904,      ,    85.00,S,  11.300,17.180,      , 0.41, 1.40
185.0454,+19.8534,     479,J0719.3+3307 ,  0,Y,B2 0716+33                ,109.83092,+33.11936, 0.006, 0.019,fsrq   ,ISP,13.830,14.080, 0.77900, 1.000, 0.947, 0.880, 0.112,   226.14,N,   6.110,17.924,      , 0.62, 1.25
252.0828,-12.1709,     480,J0720.0-4010 ,  0,Y,1RXS J071939.2-401153     ,109.91229,-40.19650, 0.081, 0.075,bcu II ,HSP,15.800,15.800,        , 0.951, 0.000, 0.836,-0.747,    64.90,S,  54.500,17.185,      , 0.33, 1.20
143.9810,+28.0176,     481,J0721.9+7120 ,  1,Y,S5 0716+71                ,110.47270,+71.34343, 0.006, 0.009,bll    ,LSP,13.940,13.992, 0.12700, 1.000, 0.980, 0.967, 0.034,   727.30,N,  49.100,14.661,      , 0.43, 1.50
197.4122,+16.2259,     482,J0723.7+2050 ,  0,Y,GB6 J0723+2051            ,110.95141,+20.85856, 0.024, 0.090,bcu II ,HSP,15.850,15.850,        , 0.996, 0.000, 0.000,-0.047,    43.37,N,        ,17.102,      , 0.36, 1.18
189.5144,+19.3264,     483,J0724.1+2857 ,  0,Y,GB6 J0723+2859            ,110.97849,+28.99163, 0.057, 0.136,fsrq   ,LSP,13.680,13.680, 0.96600, 0.988, 0.000, 0.000, 1.285,    38.23,N,        ,19.275,      , 0.55,
203.6439,+13.9086,     484,J0725.2+1425 ,  0,Y,4C +14.23                 ,111.32003,+14.42049, 0.011, 0.019,fsrq   ,ISP,13.850,14.159, 1.03800, 1.000, 0.975, 0.000, 1.150,  1067.26,N,        ,17.840,17.840, 0.71, 1.36
259.3899,-14.1576,     485,J0726.6-4727 ,  0,Y,PMN J0726-4728            ,111.60933,-47.48149, 0.040, 0.088,fsrq   ,LSP,13.120,13.549, 1.68600, 0.999, 0.907, 0.000, 1.298,   492.00,S,        ,      ,      ,     ,
169.5839,+25.7875,     486,J0728.0+4828 ,  0,Y,GB6 J0727+4827            ,111.99933,+48.45564, 0.021, 0.118,bcu II ,ISP,14.540,14.540,        , 0.983, 0.000, 0.000, 0.090,    91.61,N,        ,18.172,      , 0.46,
148.5937,+28.7042,     487,J0730.3+6720 ,  0,N,GB6 J0731+6718            ,112.85585,+67.31308, 0.109, 0.153,fsrq   ,LSP,13.180,13.248, 0.17000, 0.990, 0.000, 0.000, 0.883,    56.83,N,        ,18.538,17.040, 0.48,
185.8717,+22.0480,     488,J0730.5+3307 ,  0,Y,1RXS J073026.0+330727     ,112.60860,+33.12303, 0.016, 0.046,bll    ,ISP,14.875,14.921, 0.11200, 0.999, 0.000, 0.905,-0.497,     9.30,N,  33.900,18.307,17.360, 0.31, 0.98
277.5916,-20.7857,     489,J0730.5-6606 ,  0,Y,PMN J0730-6602            ,112.70650,-66.03858, 0.072, 0.061,bcu II ,HSP,15.250,15.250,        , 0.971, 0.000, 0.845,-0.869,    81.30,S,  59.800,15.132,      , 0.24, 1.46
259.1128,-12.8406,     490,J0732.2-4638 ,  0,Y,PKS 0731-465              ,113.18462,-46.67145, 0.087, 0.128,bcu II ,LSP,13.320,13.320,        , 0.977, 0.933, 0.000, 1.543,  1403.00,S,  27.100,20.270,      , 0.79, 0.83
