GLON,GLAT,RECNO,ASSOC_3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX
119.9527,+59.2516,     930,J1302.6+5748 ,  0,Y,TXS 1300+580              ,195.71861,+57.81045, 0.024, 0.083,bcu I  ,LSP,11.960,12.280, 1.08800, 0.997, 0.890, 0.000, 0.206,   321.09,N,   3.080,21.145,18.730, 0.66, 1.29
349.1343,+86.3400,     931,J1303.0+2435 ,  0,Y,MG2 J130304+2434          ,195.76340,+24.56548, 0.031, 0.036,bll    ,LSP,12.830,13.130, 0.99300, 0.998, 0.869, 0.000, 0.055,   122.68,N,        ,      ,18.920, 0.57, 1.29
305.1327,+16.4688,     932,J1303.7-4619 ,  0,Y,PMN J1303-4621            ,195.91784,-46.35067, 0.038, 0.085,fsrq   ,LSP,13.550,13.976, 1.66400, 0.999, 0.000, 0.000, 0.729,    74.80,S,        ,      ,      ,     ,
306.6780,+38.5736,     933,J1304.2-2411 ,  0,Y,PMN J1304-2412            ,196.06990,-24.20473, 0.014, 0.047,bcu II ,ISP,14.490,14.490,        , 0.998, 0.846, 0.000,-0.097,    59.56,N,        ,18.950,      , 0.50, 1.62
305.3906,+18.9244,     934,J1304.3-4353 ,  0,Y,1RXS J130421.2-435308     ,196.08721,-43.88575, 0.015, 0.020,bll    ,HSP,15.497,15.497,        , 0.998, 0.826, 0.948,      ,    43.80,S,  63.100,16.713,      , 0.30, 1.17
309.3671,+58.9382,     935,J1304.8-0338 ,  0,Y,PKS 1302-035              ,196.18184,-03.76738, 0.122, 0.143,fsrq   ,LSP,12.530,12.882, 1.25000, 0.972, 0.878, 0.000,-0.125,   826.67,N,        ,18.835,      , 0.79, 0.91
307.1613,+41.6487,     936,J1304.9-2109 ,  0,Y,PKS B1302-208             ,196.24612,-21.11179, 0.046, 0.087,bcu II ,ISP,14.055,14.055,        , 0.988, 0.913, 0.000, 0.280,   604.37,N,        ,      ,      ,     ,
122.1025,+38.1965,     937,J1305.5+7854 ,  0,Y,S5 1304+79                ,196.25006,+78.90994, 0.025, 0.077,bll    ,LSP,12.480,12.480,        , 0.998, 0.888, 0.000,      ,   287.70,N,        ,19.530,      , 0.83,
307.6155,+40.9290,     938,J1306.8-2146 ,  0,Y,PKS 1304-215              ,196.66928,-21.80415, 0.050, 0.089,bcu I  ,LSP,12.410,12.462, 0.12600, 0.978, 0.869, 0.000, 0.507,   312.14,N,        ,20.652,      , 0.80,
306.0779,+19.7786,     939,J1307.6-4300 ,  0,Y,1RXS J130737.8-425940     ,196.90827,-42.99416, 0.009, 0.022,bcu II ,HSP,15.497,15.497,        , 0.999, 0.828, 0.955,-0.498,    36.20,S,  67.600,15.882,      , 0.27, 1.30
101.3207,+80.6285,     940,J1308.7+3545 ,  0,Y,5C 12.291                 ,197.09879,+35.77699, 0.072, 0.122,fsrq   ,LSP,12.445,12.758, 1.05500, 0.998, 0.815, 0.000, 0.409,   239.82,N,   3.670,      ,19.290, 0.75, 1.08
111.2082,+73.6315,     941,J1309.3+4304 ,  0,Y,B3 1307+433               ,197.35636,+43.08488, 0.013, 0.025,bll    ,HSP,14.900,15.128, 0.69100, 1.000, 0.889, 0.867,-0.065,    60.14,N,   7.120,17.270,16.590, 0.32, 1.49
319.4232,+74.1953,     942,J1309.5+1154 ,  0,Y,4C +12.46                 ,197.39139,+11.90682, 0.006, 0.085,bll    ,LSP,13.320,13.320,        , 0.999, 0.936, 0.000,      ,   855.57,N,        ,18.111,17.680, 0.73, 1.44
310.1820,+50.6443,     943,J1310.2-1159 ,  0,Y,TXS 1307-117              ,197.55178,-11.96306, 0.027, 0.055,bll    ,HSP,16.011,16.068, 0.14000, 0.999, 0.841, 0.874,-0.685,    83.40,N,  26.100,14.089,      , 0.20, 1.67
005.7086,+85.0991,     944,J1310.6+2446 ,  0,Y,MG2 J131037+2447          ,197.66018,+24.80520, 0.025, 0.136,bcu III,-  ,      ,      ,        , 0.990, 0.000, 0.000,      ,   116.40,N,        ,18.387,16.860, 0.39,
085.7021,+83.3459,     945,J1310.6+3222 ,  0,Y,OP 313                    ,197.61943,+32.34550, 0.040, 0.025,fsrq   ,LSP,13.000,13.300, 0.99700, 0.997, 0.942, 0.000,-0.225,  1687.17,N,   8.530,19.016,17.130, 0.72, 1.27
117.0355,+61.6714,     946,J1310.7+5515 ,  0,Y,TXS 1308+554              ,197.76338,+55.23176, 0.057, 0.115,fsrq   ,LSP,13.080,13.364, 0.92500, 0.987, 0.875, 0.000, 0.263,   425.33,N,        ,20.144,18.650, 0.73, 1.30
313.8306,+63.0409,     947,J1311.0+0036 ,  0,Y,RX J1311.1+0035           ,197.77698,+00.58612, 0.028, 0.067,bll    ,HSP,15.755,15.755,        , 0.997, 0.000, 0.831,      ,    17.85,N,  16.500,17.401,17.360, 0.31, 1.23
309.3836,+40.6676,     948,J1312.5-2155 ,  0,Y,PKS 1309-216              ,198.13148,-21.93983, 0.009, 0.037,bll    ,HSP,15.040,15.455, 1.60000, 1.000, 0.938, 0.000,-0.179,   349.75,N,        ,17.435,      , 0.50, 1.44
113.3790,+68.2563,     949,J1312.7+4828 ,  0,Y,GB 1310+487               ,198.18064,+48.47526, 0.005, 0.018,agn    ,LSP,12.960,13.136, 0.63800, 1.000, 0.949, 0.000,      ,   221.07,N,        ,      ,20.040, 0.78, 1.08
309.2036,+38.7649,     950,J1312.7-2349 ,  0,Y,NVSS J131248-235046       ,198.20316,-23.84638, 0.024, 0.046,bcu III,-  ,      ,      ,        , 1.000, 0.000, 0.000,-2.007,    28.93,N,        ,18.373,      , 0.39, 1.26
313.0509,+58.0366,     951,J1312.8-0424 ,  0,Y,PKS B1310-041             ,198.21209,-04.41386, 0.014, 0.078,fsrq   ,LSP,13.075,13.336, 0.82500, 0.998, 0.875, 0.000, 1.065,   226.73,N,   6.370,      ,      ,     ,
307.5545,+20.0458,     952,J1314.7-4237 ,  1,Y,MS 13121-4221             ,198.76420,-42.61390, 0.053, 0.112,bcu II ,HSP,16.280,16.280,        , 0.998, 0.000, 0.000,-1.809,    13.90,S,        ,15.735,      , 0.17, 1.17
001.9319,+83.7832,     953,J1314.8+2349 ,  0,Y,TXS 1312+240              ,198.68253,+23.80744, 0.034, 0.039,bll    ,ISP,14.930,14.930,        , 0.996, 0.882, 0.848,      ,   184.26,N,  17.700,17.389,16.310, 0.41, 1.40
324.0793,+73.4328,     954,J1315.4+1130 ,  0,Y,1RXS J131531.9+113327     ,198.88658,+11.55877, 0.047, 0.131,bcu II ,HSP,16.525,16.525,        , 0.983, 0.000, 0.804,-0.963,    20.73,N,  29.400,19.088,18.390, 0.39, 1.00
308.8035,+28.9403,     955,J1316.0-3338 ,  0,Y,PKS 1313-333              ,199.03327,-33.64977, 0.027, 0.041,fsrq   ,LSP,13.120,13.464, 1.21000, 1.000, 0.961, 0.000,-0.178,  1278.27,N,        ,17.616,      , 0.73, 1.19
086.9367,+80.7974,     956,J1317.8+3429 ,  0,Y,S4 1315+34                ,199.40206,+34.42109, 0.094, 0.176,fsrq   ,LSP,13.118,13.430, 1.05000, 0.991, 0.853, 0.000, 0.799,   529.40,N,   5.520,19.079,18.370, 0.71, 1.15
313.2615,+49.7395,     957,J1318.7-1232 ,  0,Y,PMN J1318-1235            ,199.67856,-12.58440, 0.046, 0.081,bcu II ,LSP,13.450,13.450,        , 0.989, 0.000, 0.000, 0.404,    44.10,N,        ,      ,      ,     ,
331.0156,+75.4101,     958,J1319.3+1402 ,  0,Y,RX J1319.4+1405           ,199.88226,+14.09253, 0.061, 0.081,bll    ,HSP,15.300,15.497, 0.57300, 0.986, 0.000, 0.000,-0.765,    77.07,N,        ,17.550,17.200, 0.39, 1.56
121.0635,+39.0540,     959,J1319.6+7759 ,  0,Y,NVSS J131921+775823       ,199.83861,+77.97283, 0.029, 0.055,bcu II ,ISP,14.435,14.435,        , 0.991, 0.000, 0.000,-0.343,    25.85,N,        ,17.603,      , 0.35,
358.8187,+81.6813,     960,J1321.0+2215 ,  0,Y,TXS 1318+225              ,200.29668,+22.27003, 0.027, 0.056,fsrq   ,LSP,13.050,13.338, 0.94300, 1.000, 0.908, 0.000, 0.851,   314.07,N,        ,19.414,18.160, 0.68,
121.8660,+33.7950,     961,J1321.7+8312 ,  0,Y,S5 1322+83                ,200.44004,+83.27040, 0.064, 0.074,fsrq   ,LSP,13.000,13.306, 1.02400, 0.968, 0.900, 0.000, 1.654,   565.51,N,        ,      ,      ,     ,
325.8906,+70.1984,     962,J1322.3+0839 ,  0,Y,NVSS J132210+084231       ,200.54187,+08.70860, 0.065, 0.109,bcu II ,LSP,13.160,13.160,        , 0.976, 0.000, 0.000,-0.035,    71.34,N,        ,19.377,18.380, 0.55, 1.40
313.7561,+45.9230,     963,J1322.6-1619 ,  0,Y,PMN J1322-1617            ,200.68168,-16.29015, 0.032, 0.111,bcu II ,LSP,13.670,13.670,        , 0.993, 0.000, 0.000, 0.352,   111.25,N,        ,18.723,      , 0.55,
315.6125,+52.4753,     964,J1322.8-0938 ,  0,N,PKS B1319-093             ,200.65380,-09.62717, 0.054, 0.090,fsrq   ,LSP,12.530,12.987, 1.86400, 0.992, 0.884, 0.000, 1.540,   403.58,N,        ,19.262,      , 0.78, 0.99
315.7529,+52.3575,     965,J1322.8-0938 ,  0,N,PMN J1323-0943            ,200.76275,-09.72557, 0.098, 0.090,bcu II ,LSP,12.600,12.600,        , 0.000, 0.814, 0.000, 1.756,   320.66,N,        ,      ,      ,     ,
322.8502,+66.3064,     966,J1322.9+0435 ,  0,Y,RBS 1257                  ,200.75433,+04.66349, 0.070, 0.071,bll    ,HSP,16.268,16.355, 0.22400, 0.987, 0.000, 0.835,-0.512,    37.09,N,  44.900,17.275,17.240, 0.41, 0.97
055.0753,+82.5994,     967,J1323.0+2942 ,  0,Y,4C +29.48                 ,200.75364,+29.69578, 0.017, 0.039,bcu II ,LSP,13.400,13.400,        , 0.000, 0.966, 0.000, 0.978,  1369.72,N,   3.610,      ,19.700, 0.80, 1.15
334.7727,+74.9228,     968,J1323.9+1405 ,  0,Y,RX J1323.9+1406           ,200.99369,+14.10030, 0.006, 0.095,bll    ,ISP,14.655,14.655,        , 0.996, 0.000, 0.805,      ,    31.32,N,  17.000,17.994,18.110, 0.43, 1.08
309.1675,+18.9772,     969,J1324.0-4300e,  0,Y,CenA Lobes                ,201.00000,-43.50000, 0.000, 0.000,rdg    ,LSP,      ,      , 0.00180, 1.000, 0.000, 0.000,      ,342000.00,S, 151.000,      ,      ,     ,
309.5159,+19.4173,     970,J1325.4-4301 ,  1,Y,CenA Core                 ,201.36506,-43.01911, 0.011, 0.028,rdg    ,LSP,13.445,13.446, 0.00180, 1.000, 0.999, 0.962,      ,342000.00,S, 151.000,      ,      ,     ,
052.5720,+81.9667,     971,J1326.1+2931 ,  0,Y,TXS 1323+298              ,201.56242,+29.55856, 0.036, 0.059,bll    ,ISP,14.475,14.475,        , 0.998, 0.834, 0.000,      ,   111.75,N,        ,19.067,17.740, 0.28, 1.09
003.3810,+80.5274,     972,J1326.8+2211 ,  0,Y,B2 1324+22                ,201.75359,+22.18060, 0.029, 0.047,fsrq   ,LSP,12.515,12.895, 1.40000, 0.999, 0.949, 0.000, 1.088,   850.64,N,   5.690,18.565,18.480, 0.76, 1.13
023.4957,+81.6452,     973,J1327.9+2524 ,  0,Y,NVSS J132758+252750       ,201.99438,+25.46394, 0.063, 0.066,bll    ,ISP,14.560,14.560,        , 0.979, 0.000, 0.000,      ,    10.26,N,        ,19.854,18.970, 0.47,
309.4313,+14.9375,     974,J1328.5-4728 ,  0,N,1WGA J1328.6-4727         ,202.16927,-47.46374, 0.023, 0.028,bcu II ,HSP,15.645,15.645,        , 1.000, 0.875, 0.000, 0.217,   123.60,S,        ,17.435,      , 0.39, 1.48
101.5177,+70.7856,     975,J1330.0+4437 ,  0,Y,1RXS J133021.4+444117     ,202.59004,+44.68922, 0.081, 0.095,bll    ,ISP,14.560,14.560,        , 0.980, 0.000, 0.000,      ,    21.23,N,  13.200,      ,18.000, 0.39, 1.14
311.0668,+24.0341,     976,J1330.0-3818 ,  0,Y,Tol 1326-379              ,202.32992,-38.23850, 0.157, 0.266,fsrq   ,LSP,13.960,13.972, 0.02843, 0.904, 0.000, 0.000, 1.673,    71.57,N,   9.080,11.517,      ,-0.04, 2.26
056.5244,+80.6747,     977,J1330.5+3023 ,  0,Y,3C 286                    ,202.78453,+30.50916, 0.176, 0.239,css    ,LSP,12.390,12.390,        , 0.984, 0.968, 0.000,      , 14903.33,N,   3.430,17.651,17.070, 0.81, 1.57
118.0916,+46.7327,     978,J1330.6+7002 ,  0,Y,NVSS J133025+700141       ,202.60754,+70.02741, 0.023, 0.044,bll    ,ISP,14.320,14.320,        , 0.999, 0.000, 0.865,      ,    21.18,N,  15.300,16.971,      , 0.29, 1.31
109.0770,+64.0213,     979,J1330.9+5201 ,  0,Y,87GB 132842.6+521750      ,202.67750,+52.03763, 0.042, 0.069,bcu I  ,LSP,12.585,12.812, 0.68800, 0.995, 0.807, 0.000, 0.218,    83.99,N,        ,20.900,18.400, 0.54,
317.6019,+48.2969,     980,J1331.1-1328 ,  0,N,PMN J1331-1326            ,202.83465,-13.43506, 0.066, 0.113,bcu II ,ISP,14.055,14.055,        , 0.952, 0.000, 0.000, 0.686,    51.29,N,        ,18.862,      , 0.54,
348.0775,+76.4276,     981,J1331.5+1711 ,  0,Y,TXS 1329+174              ,202.88935,+17.21405, 0.017, 0.147,bll    ,LSP,13.495,13.495,        , 0.995, 0.800, 0.000,      ,   180.68,N,   3.800,18.398,18.980, 0.70, 1.06
103.8508,+68.1954,     982,J1331.8+4718 ,  0,Y,B3 1330+476               ,203.18853,+47.37296, 0.163, 0.146,fsrq   ,LSP,13.775,13.997, 0.66800, 0.833, 0.000, 0.000, 0.617,   233.70,N,   4.530,18.734,16.880, 0.55, 1.44
321.3640,+56.2486,     983,J1332.0-0508 ,  0,Y,PKS 1329-049              ,203.01860,-05.16203, 0.015, 0.029,fsrq   ,LSP,12.600,13.098, 2.15000, 1.000, 0.954, 0.843, 1.007,   527.74,N,   5.820,18.241,      , 0.71, 1.14
318.2490,+48.7045,     984,J1332.6-1256 ,  0,Y,PMN J1332-1256            ,203.16355,-12.93760, 0.006, 0.043,fsrq   ,LSP,12.270,12.668, 1.49800, 0.999, 0.895, 0.000, 1.545,   127.28,N,        ,21.338,      , 0.84, 1.02
037.1350,+80.7350,     985,J1332.8+2723 ,  0,Y,MG2 J133305+2725          ,203.28121,+27.42177, 0.070, 0.097,fsrq   ,LSP,12.480,12.975, 2.12600, 0.999, 0.822, 0.000, 0.299,   218.27,N,        ,20.153,19.470, 0.74,
107.0935,+64.8427,     986,J1333.7+5057 ,  0,Y,CLASS J1333+5057          ,203.47410,+50.95998, 0.031, 0.060,fsrq   ,ISP,13.950,14.323, 1.36200, 0.997, 0.800, 0.000, 1.651,    54.53,N,        ,      ,18.950, 0.57, 1.37
314.2082,+32.0616,     987,J1335.4-2949 ,  0,Y,1ES 1332-295              ,203.87368,-29.84362, 0.023, 0.058,bll    ,ISP,14.680,14.860, 0.51300, 1.000, 0.000, 0.919, 0.177,    10.76,N,  72.400,      ,      ,     ,
320.0240,+48.3749,     988,J1337.6-1257 ,  0,Y,PKS 1335-127              ,204.41576,-12.95686, 0.001, 0.052,fsrq   ,LSP,12.863,13.050, 0.53900, 1.000, 0.975, 0.913,-0.122,  2676.72,N,  43.100,16.615,      , 0.72, 1.13
316.6774,+37.5776,     989,J1338.6-2403 ,  0,Y,PKS 1336-237              ,204.75728,-24.02056, 0.090, 0.123,bcu I  ,LSP,13.660,13.879, 0.65700, 0.989, 0.866, 0.000, 0.711,   502.47,N,        ,17.485,      , 0.59,
115.4386,+50.9101,     990,J1338.9+6532 ,  0,Y,87GB 133543.8+654752      ,204.31692,+65.54620, 0.176, 0.410,fsrq   ,LSP,13.285,13.574, 0.94600, 0.931, 0.000, 0.000, 4.057,   211.10,N,        ,19.875,19.270, 0.70,
341.4421,+71.1128,     991,J1339.0+1153 ,  0,Y,SDSS J133859.05+115316.7  ,204.74605,+11.88797, 0.009, 0.046,bll    ,ISP,14.320,14.320,        , 0.999, 0.000, 0.000,      ,    16.12,N,        ,18.003,17.390, 0.41, 1.48
327.0235,+58.9482,     992,J1339.8-0133 ,  0,Y,PKS 1337-013              ,205.01923,-01.62960, 0.088, 0.279,fsrq   ,LSP,12.620,13.038, 1.62000, 0.975, 0.000, 0.000, 0.946,   176.11,N,        ,18.768,18.440, 0.64,
096.0433,+70.3106,     993,J1340.6+4412 ,  0,Y,RX J1340.4+4410           ,205.12416,+44.16775, 0.053, 0.068,bll    ,HSP,16.084,16.273, 0.54600, 0.993, 0.000, 0.857,-0.730,    57.28,N,  37.100,17.846,18.000, 0.43, 0.98
325.6136,+56.5181,     994,J1340.6-0408 ,  0,Y,NVSS J134042-041006       ,205.17506,-04.16866, 0.033, 0.089,bcu II ,HSP,15.344,15.344,        , 1.000, 0.000, 0.000,-0.343,    27.16,N,        ,16.962,      , 0.30, 1.47
087.4342,+73.5266,     995,J1341.0+3955 ,  0,Y,SDSS J134105.10+395945.4  ,205.27128,+39.99595, 0.078, 0.118,bll    ,ISP,14.560,14.629, 0.17200, 0.984, 0.000, 0.863, 0.703,    88.92,N,  77.200,14.910,      , 0.20, 1.35
108.3977,+60.4459,     996,J1341.5+5517 ,  0,Y,SBS 1339+554              ,205.40033,+55.24428, 0.050, 0.113,bll    ,HSP,15.400,15.482, 0.20700, 0.986, 0.000, 0.000, 1.220,    38.05,N,  11.800,17.133,17.140, 0.42, 1.19
318.5503,+40.4727,     997,J1341.9-2053 ,  0,Y,PKS B1339-206             ,205.51975,-20.85821, 0.046, 0.146,fsrq   ,LSP,12.480,12.892, 1.58200, 0.998, 0.859, 0.000, 1.538,   399.59,N,        ,18.638,      , 0.70, 1.16
340.2358,+68.8731,     998,J1342.7+0945 ,  0,Y,NVSS J134240+094752       ,205.66674,+09.79789, 0.034, 0.103,bcu II ,ISP,14.360,14.360,        , 0.980, 0.000, 0.000,-0.020,    27.46,N,        ,18.752,18.140, 0.45,
109.8207,+57.8595,     999,J1343.6+5753 ,  0,Y,1RXS J134357.9+575426     ,205.99008,+57.91179, 0.043, 0.111,fsrq   ,ISP,13.824,14.124, 0.93300, 0.991, 0.000, 0.000, 0.676,   116.65,N,   2.330,18.533,19.040, 0.66, 1.20
320.4664,+43.6721,    1000,J1344.2-1724 ,  0,Y,PMN J1344-1723            ,206.06001,-17.39455, 0.011, 0.029,fsrq   ,LSP,12.865,13.408, 2.49000, 1.000, 0.944, 0.000, 0.514,   340.39,N,        ,20.487,      , 0.83,
314.5587,+24.7321,    1001,J1344.5-3655 ,  0,Y,PKS 1341-366              ,206.09921,-36.94111, 0.024, 0.064,bcu II ,ISP,14.440,14.440,        , 0.994, 0.926, 0.000,-0.324,   509.36,N,        ,17.716,      , 0.55,
095.0968,+69.2075,    1002,J1345.6+4453 ,  0,Y,B3 1343+451               ,206.38822,+44.88321, 0.014, 0.019,fsrq   ,LSP,12.655,13.203, 2.53400, 0.999, 0.945, 0.000, 2.125,   294.11,N,        ,20.797,19.640, 0.77, 1.09
338.2150,+66.1812,    1003,J1345.8+0704 ,  0,Y,TXS 1343+073              ,206.45548,+07.10864, 0.029, 0.062,fsrq   ,LSP,12.970,13.291, 1.09300, 0.998, 0.859, 0.000, 0.387,   137.66,N,   4.590,19.738,19.720, 0.75, 0.97
315.6180,+27.5857,    1004,J1345.9-3357 ,  0,Y,NVSS J134543-335643       ,206.42942,-33.94541, 0.060, 0.147,bcu II ,ISP,14.200,14.200,        , 0.996, 0.000, 0.000, 0.797,    40.38,N,        ,19.063,      , 0.49,
317.0559,+31.3616,    1005,J1346.9-2958 ,  0,Y,NVSS J134706-295840       ,206.77864,-29.97854, 0.030, 0.064,bcu II ,ISP,14.720,14.720,        , 0.999, 0.000, 0.000,-0.180,    27.48,N,        ,17.877,      , 0.37, 1.55
315.0254,+23.7041,    1006,J1347.6-3754 ,  0,Y,PMN J1347-3750            ,206.91845,-37.84351, 0.060, 0.062,fsrq   ,LSP,13.005,13.367, 1.30000, 0.992, 0.837, 0.000, 1.092,   207.64,N,   9.430,20.395,      , 0.79, 0.76
324.8471,+48.8361,    1007,J1349.6-1133 ,  0,Y,PKS 1346-112              ,207.38101,-11.54829, 0.028, 0.052,fsrq   ,LSP,13.040,13.167, 0.34000, 0.998, 0.931, 0.825, 0.808,   522.82,N,  12.000,17.166,      , 0.64, 1.28
051.3126,+76.5463,    1008,J1350.8+3035 ,  0,Y,B2 1348+30B               ,207.71973,+30.58155, 0.021, 0.056,fsrq   ,LSP,13.400,13.634, 0.71200, 0.999, 0.912, 0.825, 0.426,   322.48,N,  11.400,18.831,17.260, 0.59, 1.22
333.6780,+59.7854,    1009,J1351.1+0030 ,  0,Y,PKS 1348+007              ,207.76848,+00.52209, 0.027, 0.108,fsrq   ,LSP,12.840,13.329, 2.08400, 0.994, 0.870, 0.000, 0.716,   317.04,N,        ,      ,21.640, 0.94,
347.3768,+68.7775,    1010,J1351.4+1115 ,  0,Y,RX J1351.3+1115           ,207.83686,+11.24805, 0.023, 0.036,bll    ,HSP,15.810,15.810,        , 0.999, 0.832, 0.884,      ,    42.89,N,  18.800,17.442,18.040, 0.48, 1.08
318.4431,+31.8428,    1011,J1351.7-2913 ,  0,Y,PKS 1348-289              ,207.94516,-29.20490, 0.027, 0.075,bcu I  ,LSP,13.040,13.348, 1.03400, 0.997, 0.906, 0.000, 0.167,   396.45,N,        ,      ,      ,     ,
314.4130,+17.2851,    1012,J1353.1-4414 ,  0,Y,PKS 1349-439              ,208.23556,-44.21122, 0.048, 0.076,bll    ,LSP,13.285,13.285,        , 0.999, 0.898, 0.000,      ,   413.80,S,        ,18.200,      , 0.68, 1.04
355.0521,+70.8916,    1013,J1353.2+1435 ,  0,Y,OP 186                    ,208.34517,+14.59424, 0.028, 0.060,bll    ,LSP,13.570,13.570,        , 0.998, 0.921, 0.000,      ,   446.76,N,        ,19.215,18.090, 0.64, 1.36
073.7653,+73.3747,    1014,J1354.5+3705 ,  0,Y,FIRST J135426.6+370654    ,208.61122,+37.11516, 0.033, 0.096,bll    ,ISP,14.560,14.560,        , 0.996, 0.000, 0.000,      ,    25.14,N,        ,17.531,16.810, 0.35,
